,tradeDate,rep
12,2012-09-13,"2012-09-13,600150,b,22.67,建仓"
4,2012-09-13,"2012-09-13,002607,b,8.84,建仓"
7,2012-09-14,"2012-09-14,000723,s,12.08,平仓,15.2672%"
7,2012-09-14,"2012-09-14,600703,s,16.06,平仓,17.1408%"
9,2012-09-14,"2012-09-14,600161,s,14.22,平仓,0.4237%"
9,2012-09-14,"2012-09-14,600362,s,23.13,平仓,6.4917%"
5,2012-09-14,"2012-09-14,600299,s,5.58,平仓,9.8425%"
0,2012-09-14,"2012-09-14,000066,b,3.68,建仓"
5,2012-09-17,"2012-09-17,002027,s,3.86,平仓,-3.9801%"
11,2012-09-19,"2012-09-19,002508,s,17.9,平仓,-6.8678%"
7,2012-09-19,"2012-09-19,600893,s,12.14,平仓,9.0746%"
13,2012-09-19,"2012-09-19,600015,s,8.23,平仓,-6.7950%"
15,2012-09-20,"2012-09-20,600004,s,6.47,平仓,0.0000%"
9,2012-09-20,"2012-09-20,000725,s,1.93,平仓,7.8212%"
13,2012-09-21,"2012-09-21,601628,s,18.13,平仓,0.4989%"
9,2012-09-21,"2012-09-21,601601,s,18.79,平仓,-5.6727%"
7,2012-09-21,"2012-09-21,002007,s,25.14,平仓,-1.6817%"
11,2012-09-21,"2012-09-21,601688,s,8.9,平仓,1.9473%"
13,2012-09-21,"2012-09-21,000977,s,13.33,平仓,0.9848%"
15,2012-09-21,"2012-09-21,600346,s,6.25,平仓,-15.7682%"
11,2012-09-24,"2012-09-24,000961,s,9.02,平仓,-13.6842%"
15,2012-09-25,"2012-09-25,000069,s,5.37,平仓,-4.2781%"
13,2012-09-25,"2012-09-25,600588,s,14.2,平仓,-3.7940%"
5,2012-09-25,"2012-09-25,000963,s,34.25,平仓,3.1005%"
13,2012-09-25,"2012-09-25,600383,s,4.77,平仓,-8.0925%"
11,2012-09-25,"2012-09-25,601788,s,11.67,平仓,3.5492%"
7,2012-09-25,"2012-09-25,600104,s,12.55,平仓,6.3559%"
6,2012-09-26,"2012-09-26,600309,b,13.05,建仓"
1,2012-09-26,"2012-09-26,601012,s,6.41,平仓,-2.5836%"
11,2012-09-26,"2012-09-26,000671,s,9.1,平仓,-1.3015%"
3,2012-09-26,"2012-09-26,601231,s,11.69,平仓,-19.5458%"
7,2012-09-27,"2012-09-27,002024,s,6.35,平仓,-4.5113%"
9,2012-09-28,"2012-09-28,300014,s,11.02,平仓,-12.0511%"
9,2012-10-08,"2012-10-08,600436,s,102.42,平仓,1.5266%"
12,2012-10-08,"2012-10-08,000671,b,9.51,建仓"
11,2012-10-08,"2012-10-08,000100,s,1.87,平仓,-0.5319%"
6,2012-10-08,"2012-10-08,601901,b,4.25,建仓"
10,2012-10-08,"2012-10-08,000596,b,36.31,建仓"
14,2012-10-08,"2012-10-08,600383,b,4.95,建仓"
5,2012-10-08,"2012-10-08,600048,s,10.44,平仓,-0.4766%"
13,2012-10-08,"2012-10-08,600606,s,5.59,平仓,-13.0638%"
11,2012-10-08,"2012-10-08,600848,s,6.66,平仓,-3.0568%"
6,2012-10-08,"2012-10-08,601398,b,3.75,建仓"
10,2012-10-08,"2012-10-08,600900,b,6.4,建仓"
3,2012-10-08,"2012-10-08,601669,s,3.07,平仓,-6.9697%"
9,2012-10-08,"2012-10-08,601766,s,4.05,平仓,-5.3738%"
13,2012-10-08,"2012-10-08,600837,s,9.49,平仓,3.4896%"
9,2012-10-08,"2012-10-08,600118,s,10.99,平仓,-1.9625%"
17,2012-10-08,"2012-10-08,601899,s,3.93,平仓,-0.5063%"
9,2012-10-08,"2012-10-08,601009,s,7.51,平仓,-4.8162%"
9,2012-10-08,"2012-10-08,300144,s,13.14,平仓,-5.3314%"
11,2012-10-08,"2012-10-08,601377,s,9.44,平仓,-1.7690%"
14,2012-10-08,"2012-10-08,000002,b,8.16,建仓"
5,2012-10-08,"2012-10-08,600018,s,2.43,平仓,-2.4096%"
13,2012-10-08,"2012-10-08,601989,s,4.71,平仓,-4.8485%"
9,2012-10-08,"2012-10-08,600655,s,7.93,平仓,9.3793%"
13,2012-10-08,"2012-10-08,600183,s,4.45,平仓,-6.3158%"
6,2012-10-08,"2012-10-08,601006,b,6.08,建仓"
9,2012-10-08,"2012-10-08,600660,s,7.01,平仓,-4.7554%"
1,2012-10-08,"2012-10-08,002673,s,13.87,平仓,-3.0070%"
13,2012-10-08,"2012-10-08,600009,s,11.86,平仓,-2.5472%"
11,2012-10-08,"2012-10-08,600741,s,9.4,平仓,6.5760%"
13,2012-10-08,"2012-10-08,002050,s,8.25,平仓,-14.9485%"
7,2012-10-08,"2012-10-08,000157,s,8.49,平仓,-4.0678%"
4,2012-10-08,"2012-10-08,601857,b,8.72,建仓"
7,2012-10-08,"2012-10-08,600068,s,5.09,平仓,-7.9566%"
7,2012-10-08,"2012-10-08,600233,s,8.33,平仓,-10.6223%"
14,2012-10-08,"2012-10-08,600999,b,10.26,建仓"
15,2012-10-08,"2012-10-08,000063,s,11.45,平仓,9.0476%"
13,2012-10-08,"2012-10-08,002555,s,10.3,平仓,-0.2904%"
8,2012-10-08,"2012-10-08,600030,b,11.49,建仓"
13,2012-10-08,"2012-10-08,000656,s,8.98,平仓,-8.0860%"
14,2012-10-08,"2012-10-08,601628,b,18.84,建仓"
14,2012-10-09,"2012-10-09,000538,b,63.72,建仓"
14,2012-10-09,"2012-10-09,600010,b,5.19,建仓"
12,2012-10-09,"2012-10-09,600352,b,6.04,建仓"
8,2012-10-09,"2012-10-09,002044,b,9.48,建仓"
6,2012-10-09,"2012-10-09,000895,b,60.95,建仓"
16,2012-10-09,"2012-10-09,600004,b,6.81,建仓"
10,2012-10-09,"2012-10-09,600111,b,34.01,建仓"
12,2012-10-09,"2012-10-09,601186,b,4.67,建仓"
7,2012-10-09,"2012-10-09,600760,s,5.7,平仓,-10.6583%"
10,2012-10-09,"2012-10-09,600438,b,5.6,建仓"
10,2012-10-10,"2012-10-10,600886,b,4.39,建仓"
5,2012-10-10,"2012-10-10,002607,s,8.86,平仓,0.2262%"
11,2012-10-10,"2012-10-10,002179,s,14.08,平仓,-5.3763%"
13,2012-10-10,"2012-10-10,000768,s,7.8,平仓,-4.0590%"
6,2012-10-10,"2012-10-10,600299,b,6.36,建仓"
2,2012-10-10,"2012-10-10,002049,b,24.57,建仓"
13,2012-10-10,"2012-10-10,600150,s,20.92,平仓,-7.7195%"
15,2012-10-10,"2012-10-10,000708,s,8.19,平仓,-6.5068%"
8,2012-10-10,"2012-10-10,601888,b,28.74,建仓"
8,2012-10-11,"2012-10-11,601939,b,4.07,建仓"
6,2012-10-11,"2012-10-11,000860,b,13.16,建仓"
4,2012-10-11,"2012-10-11,002311,b,15.86,建仓"
10,2012-10-11,"2012-10-11,601288,b,2.49,建仓"
12,2012-10-11,"2012-10-11,600029,b,3.46,建仓"
12,2012-10-11,"2012-10-11,600297,b,5.46,建仓"
1,2012-10-11,"2012-10-11,000066,s,3.75,平仓,1.9022%"
4,2012-10-11,"2012-10-11,601877,b,15.21,建仓"
6,2012-10-11,"2012-10-11,601390,b,2.6,建仓"
8,2012-10-12,"2012-10-12,002230,b,29.71,建仓"
8,2012-10-12,"2012-10-12,000723,b,11.26,建仓"
6,2012-10-12,"2012-10-12,000963,b,35.4,建仓"
6,2012-10-12,"2012-10-12,002475,b,31.95,建仓"
8,2012-10-12,"2012-10-12,002008,b,7.97,建仓"
16,2012-10-12,"2012-10-12,000708,b,7.73,建仓"
10,2012-10-15,"2012-10-15,000661,b,60.59,建仓"
16,2012-10-16,"2012-10-16,601166,b,12.29,建仓"
2,2012-10-22,"2012-10-22,601800,b,4.63,建仓"
7,2012-10-23,"2012-10-23,600309,s,13.7,平仓,4.9808%"
10,2012-10-23,"2012-10-23,002304,b,122.33,建仓"
14,2012-10-23,"2012-10-23,600109,b,15.1,建仓"
15,2012-10-24,"2012-10-24,600585,s,16.23,平仓,8.3445%"
2,2012-10-25,"2012-10-25,002558,b,23.46,建仓"
7,2012-10-26,"2012-10-26,600340,s,19.9,平仓,11.2975%"
15,2012-10-26,"2012-10-26,600999,s,9.83,平仓,-4.1910%"
7,2012-10-26,"2012-10-26,601901,s,4.24,平仓,-0.2353%"
11,2012-10-26,"2012-10-26,600600,s,31.19,平仓,-7.0066%"
15,2012-10-26,"2012-10-26,601628,s,17.6,平仓,-6.5817%"
9,2012-10-26,"2012-10-26,600030,s,11.0,平仓,-4.2646%"
7,2012-10-26,"2012-10-26,601398,s,3.84,平仓,2.4000%"
5,2012-10-26,"2012-10-26,601857,s,8.73,平仓,0.1147%"
9,2012-10-26,"2012-10-26,600028,s,6.17,平仓,0.4886%"
13,2012-10-26,"2012-10-26,000671,s,10.17,平仓,6.9401%"
11,2012-10-26,"2012-10-26,600900,s,6.43,平仓,0.4687%"
15,2012-10-26,"2012-10-26,600383,s,5.02,平仓,1.4141%"
7,2012-10-26,"2012-10-26,601006,s,6.02,平仓,-0.9868%"
11,2012-10-29,"2012-10-29,600111,s,27.35,平仓,-19.5825%"
15,2012-10-29,"2012-10-29,600010,s,5.6,平仓,7.8998%"
15,2012-10-29,"2012-10-29,000538,s,61.74,平仓,-3.1073%"
9,2012-10-29,"2012-10-29,002044,s,9.04,平仓,-4.6414%"
7,2012-10-29,"2012-10-29,600498,s,22.46,平仓,-8.5132%"
14,2012-10-29,"2012-10-29,002129,b,13.16,建仓"
13,2012-10-29,"2012-10-29,600519,s,241.82,平仓,0.8718%"
4,2012-10-29,"2012-10-29,600637,b,15.71,建仓"
17,2012-10-29,"2012-10-29,600004,s,6.54,平仓,-3.9648%"
13,2012-10-29,"2012-10-29,601186,s,4.79,平仓,2.5696%"
7,2012-10-29,"2012-10-29,000895,s,58.82,平仓,-3.4947%"
11,2012-10-29,"2012-10-29,600438,s,5.3,平仓,-5.3571%"
13,2012-10-29,"2012-10-29,600352,s,5.78,平仓,-4.3046%"
8,2012-10-30,"2012-10-30,600233,b,8.59,建仓"
3,2012-10-30,"2012-10-30,002049,s,20.63,平仓,-16.0358%"
11,2012-10-30,"2012-10-30,600886,s,4.63,平仓,5.4670%"
9,2012-10-30,"2012-10-30,601888,s,29.82,平仓,3.7578%"
13,2012-10-31,"2012-10-31,600029,s,3.64,平仓,5.2023%"
7,2012-10-31,"2012-10-31,601390,s,2.71,平仓,4.2308%"
9,2012-10-31,"2012-10-31,601939,s,4.13,平仓,1.4742%"
7,2012-10-31,"2012-10-31,000860,s,12.44,平仓,-5.4711%"
11,2012-10-31,"2012-10-31,601288,s,2.5,平仓,0.4016%"
13,2012-10-31,"2012-10-31,600297,s,5.88,平仓,7.6923%"
5,2012-10-31,"2012-10-31,002311,s,15.5,平仓,-2.2699%"
7,2012-11-01,"2012-11-01,002475,s,30.55,平仓,-4.3818%"
7,2012-11-01,"2012-11-01,000963,s,34.7,平仓,-1.9774%"
9,2012-11-01,"2012-11-01,002008,s,8.15,平仓,2.2585%"
17,2012-11-01,"2012-11-01,000708,s,7.25,平仓,-6.2096%"
0,2012-11-01,"2012-11-01,601633,b,19.54,建仓"
9,2012-11-01,"2012-11-01,002230,s,28.37,平仓,-4.5103%"
11,2012-11-02,"2012-11-02,000661,s,62.9,平仓,3.8125%"
8,2012-11-02,"2012-11-02,600690,b,11.55,建仓"
9,2012-11-02,"2012-11-02,000723,s,10.32,平仓,-8.3481%"
16,2012-11-02,"2012-11-02,000538,b,66.12,建仓"
12,2012-11-05,"2012-11-05,601377,b,10.54,建仓"
12,2012-11-05,"2012-11-05,600900,b,6.54,建仓"
17,2012-11-05,"2012-11-05,601166,s,12.81,平仓,4.2311%"
16,2012-11-05,"2012-11-05,601628,b,18.4,建仓"
6,2012-11-05,"2012-11-05,601988,b,2.77,建仓"
8,2012-11-05,"2012-11-05,601808,b,16.26,建仓"
8,2012-11-06,"2012-11-06,600893,b,11.66,建仓"
10,2012-11-06,"2012-11-06,002230,b,30.27,建仓"
11,2012-11-06,"2012-11-06,000596,s,35.69,平仓,-1.7075%"
8,2012-11-08,"2012-11-08,600104,b,13.65,建仓"
12,2012-11-08,"2012-11-08,002179,b,13.28,建仓"
10,2012-11-08,"2012-11-08,600436,b,104.0,建仓"
15,2012-11-09,"2012-11-09,000002,s,8.38,平仓,2.6961%"
14,2012-11-09,"2012-11-09,600489,b,16.1,建仓"
3,2012-11-09,"2012-11-09,601800,s,4.54,平仓,-1.9438%"
10,2012-11-09,"2012-11-09,600655,b,7.13,建仓"
12,2012-11-09,"2012-11-09,600111,b,32.28,建仓"
8,2012-11-09,"2012-11-09,600547,b,38.55,建仓"
15,2012-11-12,"2012-11-12,600109,s,15.2,平仓,0.6623%"
11,2012-11-12,"2012-11-12,002304,s,108.75,平仓,-11.1011%"
10,2012-11-13,"2012-11-13,600161,b,12.46,建仓"
3,2012-11-14,"2012-11-14,002558,s,22.43,平仓,-4.3905%"
11,2012-11-14,"2012-11-14,600406,s,16.18,平仓,-4.2037%"
7,2012-11-15,"2012-11-15,600299,s,5.15,平仓,-19.0252%"
15,2012-11-16,"2012-11-16,002129,s,11.86,平仓,-9.8784%"
5,2012-11-16,"2012-11-16,601877,s,16.12,平仓,5.9829%"
5,2012-11-16,"2012-11-16,600637,s,14.44,平仓,-8.0840%"
10,2012-11-19,"2012-11-19,601117,b,6.72,建仓"
9,2012-11-19,"2012-11-19,600233,s,8.09,平仓,-5.8207%"
1,2012-11-21,"2012-11-21,601633,s,19.26,平仓,-1.4330%"
17,2012-11-22,"2012-11-22,000538,s,65.05,平仓,-1.6183%"
8,2012-11-22,"2012-11-22,600340,b,21.22,建仓"
9,2012-11-22,"2012-11-22,600690,s,10.92,平仓,-5.4545%"
7,2012-11-23,"2012-11-23,601988,s,2.76,平仓,-0.3610%"
9,2012-11-23,"2012-11-23,601808,s,15.81,平仓,-2.7675%"
13,2012-11-23,"2012-11-23,601377,s,10.11,平仓,-4.0797%"
6,2012-11-23,"2012-11-23,601169,b,7.28,建仓"
4,2012-11-23,"2012-11-23,601919,b,4.25,建仓"
6,2012-11-23,"2012-11-23,601872,b,2.65,建仓"
17,2012-11-23,"2012-11-23,601628,s,17.71,平仓,-3.7500%"
13,2012-11-23,"2012-11-23,600900,s,6.43,平仓,-1.6820%"
9,2012-11-26,"2012-11-26,600893,s,11.11,平仓,-4.7170%"
11,2012-11-26,"2012-11-26,002230,s,25.5,平仓,-15.7582%"
10,2012-11-27,"2012-11-27,601009,b,7.7,建仓"
12,2012-11-27,"2012-11-27,600741,b,8.99,建仓"
6,2012-11-27,"2012-11-27,601998,b,3.6,建仓"
9,2012-11-28,"2012-11-28,600104,s,13.33,平仓,-2.3443%"
12,2012-11-28,"2012-11-28,600886,b,5.08,建仓"
11,2012-11-28,"2012-11-28,600436,s,91.24,平仓,-12.2692%"
13,2012-11-28,"2012-11-28,002179,s,11.49,平仓,-13.4789%"
14,2012-11-28,"2012-11-28,600150,b,19.31,建仓"
11,2012-11-29,"2012-11-29,600655,s,6.33,平仓,-11.2202%"
9,2012-11-29,"2012-11-29,600547,s,36.47,平仓,-5.3956%"
13,2012-11-29,"2012-11-29,600111,s,30.06,平仓,-6.8773%"
15,2012-11-29,"2012-11-29,600489,s,14.64,平仓,-9.0683%"
8,2012-11-30,"2012-11-30,000703,b,9.33,建仓"
12,2012-12-03,"2012-12-03,600438,b,5.66,建仓"
8,2012-12-03,"2012-12-03,601111,b,4.65,建仓"
11,2012-12-03,"2012-12-03,600161,s,11.16,平仓,-10.4334%"
10,2012-12-04,"2012-12-04,600690,b,11.17,建仓"
4,2012-12-04,"2012-12-04,000651,b,22.98,建仓"
14,2012-12-04,"2012-12-04,601186,b,5.58,建仓"
14,2012-12-04,"2012-12-04,600352,b,5.47,建仓"
16,2012-12-04,"2012-12-04,600383,b,5.55,建仓"
12,2012-12-05,"2012-12-05,002508,b,17.4,建仓"
12,2012-12-05,"2012-12-05,000786,b,14.83,建仓"
8,2012-12-05,"2012-12-05,002241,b,38.69,建仓"
8,2012-12-05,"2012-12-05,601390,b,3.0,建仓"
4,2012-12-05,"2012-12-05,601669,b,3.35,建仓"
8,2012-12-05,"2012-12-05,000876,b,10.79,建仓"
4,2012-12-05,"2012-12-05,601800,b,4.85,建仓"
8,2012-12-05,"2012-12-05,601618,b,2.09,建仓"
14,2012-12-06,"2012-12-06,000656,b,12.09,建仓"
12,2012-12-06,"2012-12-06,000661,b,55.04,建仓"
14,2012-12-06,"2012-12-06,002050,b,8.21,建仓"
8,2012-12-06,"2012-12-06,601088,b,22.11,建仓"
6,2012-12-06,"2012-12-06,601857,b,8.67,建仓"
6,2012-12-07,"2012-12-07,002456,b,40.35,建仓"
16,2012-12-07,"2012-12-07,000069,b,6.17,建仓"
6,2012-12-07,"2012-12-07,002311,b,15.54,建仓"
14,2012-12-07,"2012-12-07,600837,b,8.89,建仓"
8,2012-12-07,"2012-12-07,002024,b,6.26,建仓"
4,2012-12-07,"2012-12-07,600208,b,3.45,建仓"
14,2012-12-07,"2012-12-07,601377,b,10.52,建仓"
8,2012-12-07,"2012-12-07,600763,b,19.98,建仓"
4,2012-12-07,"2012-12-07,002463,b,4.12,建仓"
10,2012-12-07,"2012-12-07,600066,b,21.47,建仓"
16,2012-12-07,"2012-12-07,000063,b,8.38,建仓"
8,2012-12-07,"2012-12-07,000425,b,10.65,建仓"
8,2012-12-07,"2012-12-07,600050,b,3.36,建仓"
11,2012-12-07,"2012-12-07,601117,s,7.56,平仓,12.5000%"
10,2012-12-07,"2012-12-07,002236,b,41.31,建仓"
18,2012-12-07,"2012-12-07,600000,b,8.26,建仓"
14,2012-12-07,"2012-12-07,600029,b,3.54,建仓"
8,2012-12-07,"2012-12-07,000157,b,8.56,建仓"
8,2012-12-07,"2012-12-07,002422,b,53.0,建仓"
10,2012-12-07,"2012-12-07,600176,b,8.98,建仓"
2,2012-12-07,"2012-12-07,600795,b,2.35,建仓"
10,2012-12-07,"2012-12-07,000725,b,2.23,建仓"
4,2012-12-07,"2012-12-07,002410,b,16.77,建仓"
16,2012-12-07,"2012-12-07,600999,b,9.03,建仓"
10,2012-12-07,"2012-12-07,600030,b,10.71,建仓"
8,2012-12-07,"2012-12-07,601336,b,22.02,建仓"
6,2012-12-07,"2012-12-07,002271,b,14.43,建仓"
10,2012-12-07,"2012-12-07,601933,b,23.07,建仓"
16,2012-12-07,"2012-12-07,002129,b,11.83,建仓"
8,2012-12-07,"2012-12-07,002252,b,13.32,建仓"
6,2012-12-07,"2012-12-07,002607,b,7.21,建仓"
14,2012-12-10,"2012-12-10,600015,b,9.15,建仓"
14,2012-12-10,"2012-12-10,000768,b,7.17,建仓"
10,2012-12-11,"2012-12-11,601808,b,16.22,建仓"
6,2012-12-11,"2012-12-11,601100,b,9.94,建仓"
10,2012-12-11,"2012-12-11,000776,b,12.72,建仓"
12,2012-12-11,"2012-12-11,300124,b,22.15,建仓"
12,2012-12-11,"2012-12-11,601788,b,11.65,建仓"
10,2012-12-11,"2012-12-11,002142,b,9.2,建仓"
8,2012-12-11,"2012-12-11,600703,b,12.52,建仓"
4,2012-12-11,"2012-12-11,601360,b,9.15,建仓"
8,2012-12-12,"2012-12-12,300015,b,15.72,建仓"
4,2012-12-12,"2012-12-12,002594,b,16.26,建仓"
12,2012-12-12,"2012-12-12,600406,b,14.81,建仓"
9,2012-12-12,"2012-12-12,600340,s,23.11,平仓,8.9067%"
6,2012-12-12,"2012-12-12,601877,b,16.75,建仓"
12,2012-12-12,"2012-12-12,600887,b,20.3,建仓"
10,2012-12-13,"2012-12-13,002157,b,7.71,建仓"
7,2012-12-13,"2012-12-13,601872,s,2.39,平仓,-9.8113%"
10,2012-12-13,"2012-12-13,002493,b,10.18,建仓"
5,2012-12-13,"2012-12-13,601919,s,4.24,平仓,-0.2353%"
7,2012-12-13,"2012-12-13,601169,s,8.14,平仓,11.8132%"
10,2012-12-14,"2012-12-14,000723,b,9.68,建仓"
11,2012-12-17,"2012-12-17,601009,s,9.28,平仓,20.5195%"
13,2012-12-17,"2012-12-17,600741,s,10.06,平仓,11.9021%"
7,2012-12-17,"2012-12-17,601998,s,4.14,平仓,15.0000%"
8,2012-12-17,"2012-12-17,600299,b,5.62,建仓"
12,2012-12-17,"2012-12-17,600600,b,31.99,建仓"
12,2012-12-18,"2012-12-18,600482,b,7.94,建仓"
15,2012-12-18,"2012-12-18,600150,s,20.1,平仓,4.0911%"
13,2012-12-18,"2012-12-18,600886,s,5.48,平仓,7.8740%"
9,2012-12-20,"2012-12-20,000703,s,10.46,平仓,12.1115%"
9,2012-12-21,"2012-12-21,601111,s,5.61,平仓,20.6452%"
13,2012-12-21,"2012-12-21,600438,s,6.74,平仓,19.0813%"
11,2012-12-24,"2012-12-24,600690,s,13.03,平仓,16.6517%"
5,2012-12-24,"2012-12-24,000651,s,25.48,平仓,10.8790%"
17,2012-12-24,"2012-12-24,600383,s,6.06,平仓,9.1892%"
15,2012-12-24,"2012-12-24,601186,s,5.8,平仓,3.9427%"
15,2012-12-24,"2012-12-24,600352,s,5.94,平仓,8.5923%"
9,2012-12-25,"2012-12-25,601390,s,3.05,平仓,1.6667%"
13,2012-12-25,"2012-12-25,002508,s,19.12,平仓,9.8851%"
8,2012-12-25,"2012-12-25,000963,b,34.5,建仓"
9,2012-12-25,"2012-12-25,000876,s,11.99,平仓,11.1214%"
5,2012-12-25,"2012-12-25,601800,s,5.2,平仓,7.2165%"
5,2012-12-25,"2012-12-25,601669,s,3.73,平仓,11.3433%"
12,2012-12-25,"2012-12-25,600436,b,101.82,建仓"
9,2012-12-25,"2012-12-25,002241,s,36.45,平仓,-5.7896%"
13,2012-12-25,"2012-12-25,000786,s,17.36,平仓,17.0600%"
9,2012-12-25,"2012-12-25,601618,s,2.18,平仓,4.3062%"
13,2012-12-26,"2012-12-26,000661,s,60.07,平仓,9.1388%"
9,2012-12-26,"2012-12-26,601088,s,24.11,平仓,9.0457%"
18,2012-12-26,"2012-12-26,000538,b,65.6,建仓"
15,2012-12-26,"2012-12-26,000656,s,14.4,平仓,19.1067%"
7,2012-12-26,"2012-12-26,601857,s,8.96,平仓,3.3449%"
15,2012-12-26,"2012-12-26,002050,s,9.25,平仓,12.6675%"
11,2012-12-27,"2012-12-27,002236,s,45.0,平仓,8.9325%"
9,2012-12-27,"2012-12-27,002422,s,57.71,平仓,8.8868%"
11,2012-12-27,"2012-12-27,600176,s,9.67,平仓,7.6837%"
15,2012-12-27,"2012-12-27,600029,s,3.86,平仓,9.0395%"
3,2012-12-27,"2012-12-27,600795,s,2.52,平仓,7.2340%"
14,2012-12-27,"2012-12-27,600009,b,12.3,建仓"
11,2012-12-27,"2012-12-27,600030,s,12.2,平仓,13.9122%"
12,2012-12-27,"2012-12-27,601117,b,8.1,建仓"
9,2012-12-27,"2012-12-27,000157,s,9.19,平仓,7.3598%"
17,2012-12-27,"2012-12-27,600999,s,9.98,平仓,10.5205%"
19,2012-12-27,"2012-12-27,600000,s,9.39,平仓,13.6804%"
14,2012-12-27,"2012-12-27,600011,b,6.75,建仓"
7,2012-12-27,"2012-12-27,002607,s,8.56,平仓,18.7240%"
9,2012-12-27,"2012-12-27,600050,s,3.45,平仓,2.6786%"
7,2012-12-27,"2012-12-27,002271,s,15.19,平仓,5.2668%"
9,2012-12-27,"2012-12-27,601336,s,25.47,平仓,15.6676%"
15,2012-12-27,"2012-12-27,601377,s,11.64,平仓,10.6464%"
9,2012-12-27,"2012-12-27,000425,s,11.43,平仓,7.3239%"
9,2012-12-27,"2012-12-27,002024,s,6.64,平仓,6.0703%"
15,2012-12-27,"2012-12-27,600837,s,9.56,平仓,7.5366%"
7,2012-12-27,"2012-12-27,002311,s,16.55,平仓,6.4994%"
7,2012-12-27,"2012-12-27,002456,s,42.24,平仓,4.6840%"
5,2012-12-27,"2012-12-27,600208,s,4.01,平仓,16.2319%"
17,2012-12-27,"2012-12-27,000069,s,7.06,平仓,14.4246%"
5,2012-12-27,"2012-12-27,002463,s,4.41,平仓,7.0388%"
9,2012-12-27,"2012-12-27,600763,s,20.46,平仓,2.4024%"
17,2012-12-27,"2012-12-27,000063,s,9.13,平仓,8.9499%"
11,2012-12-27,"2012-12-27,601933,s,24.79,平仓,7.4556%"
9,2012-12-27,"2012-12-27,002252,s,13.68,平仓,2.7027%"
11,2012-12-27,"2012-12-27,600066,s,23.69,平仓,10.3400%"
6,2012-12-27,"2012-12-27,600027,b,3.96,建仓"
15,2012-12-28,"2012-12-28,600015,s,10.13,平仓,10.7104%"
15,2012-12-28,"2012-12-28,000768,s,8.12,平仓,13.2497%"
14,2012-12-28,"2012-12-28,002555,b,10.6,建仓"
10,2012-12-28,"2012-12-28,002044,b,7.26,建仓"
17,2012-12-28,"2012-12-28,002129,s,12.28,平仓,3.8039%"
11,2012-12-28,"2012-12-28,000725,s,2.26,平仓,1.3453%"
13,2012-12-31,"2012-12-31,601788,s,14.1,平仓,21.0300%"
13,2012-12-31,"2012-12-31,300124,s,23.95,平仓,8.1264%"
11,2012-12-31,"2012-12-31,601808,s,16.4,平仓,1.1097%"
11,2012-12-31,"2012-12-31,002142,s,10.66,平仓,15.8696%"
7,2012-12-31,"2012-12-31,601100,s,11.25,平仓,13.1791%"
5,2012-12-31,"2012-12-31,601360,s,10.2,平仓,11.4754%"
11,2012-12-31,"2012-12-31,000776,s,15.42,平仓,21.2264%"
9,2012-12-31,"2012-12-31,600703,s,13.68,平仓,9.2652%"
13,2013-01-04,"2013-01-04,600887,s,22.35,平仓,10.0985%"
13,2013-01-04,"2013-01-04,600406,s,15.63,平仓,5.5368%"
9,2013-01-04,"2013-01-04,300015,s,16.65,平仓,5.9160%"
7,2013-01-04,"2013-01-04,601877,s,18.21,平仓,8.7164%"
5,2013-01-04,"2013-01-04,002594,s,20.01,平仓,23.0627%"
11,2013-01-07,"2013-01-07,002157,s,7.83,平仓,1.5564%"
14,2013-01-07,"2013-01-07,600606,b,6.04,建仓"
11,2013-01-07,"2013-01-07,002493,s,11.21,平仓,10.1179%"
4,2013-01-07,"2013-01-07,600570,b,11.45,建仓"
16,2013-01-08,"2013-01-08,600585,b,18.88,建仓"
9,2013-01-09,"2013-01-09,600299,s,6.01,平仓,6.9395%"
13,2013-01-09,"2013-01-09,600600,s,33.81,平仓,5.6893%"
13,2013-01-10,"2013-01-10,600482,s,7.75,平仓,-2.3929%"
8,2013-01-10,"2013-01-10,600845,b,14.33,建仓"
4,2013-01-15,"2013-01-15,600271,b,15.5,建仓"
12,2013-01-16,"2013-01-16,601933,b,25.63,建仓"
10,2013-01-16,"2013-01-16,600547,b,38.69,建仓"
12,2013-01-16,"2013-01-16,000776,b,14.87,建仓"
14,2013-01-17,"2013-01-17,600438,b,6.42,建仓"
12,2013-01-17,"2013-01-17,601808,b,16.16,建仓"
6,2013-01-17,"2013-01-17,002027,b,4.09,建仓"
4,2013-01-17,"2013-01-17,002600,b,11.19,建仓"
9,2013-01-17,"2013-01-17,000963,s,37.71,平仓,9.3043%"
13,2013-01-17,"2013-01-17,600436,s,107.88,平仓,5.9517%"
16,2013-01-17,"2013-01-17,600489,b,16.53,建仓"
10,2013-01-17,"2013-01-17,000425,b,11.75,建仓"
18,2013-01-17,"2013-01-17,601899,b,3.84,建仓"
10,2013-01-17,"2013-01-17,600299,b,6.06,建仓"
19,2013-01-18,"2013-01-18,000538,s,73.04,平仓,11.3415%"
5,2013-01-21,"2013-01-21,002410,s,18.4,平仓,9.7197%"
15,2013-01-21,"2013-01-21,600009,s,12.79,平仓,3.9837%"
15,2013-01-21,"2013-01-21,600011,s,6.39,平仓,-5.3333%"
7,2013-01-21,"2013-01-21,600027,s,3.85,平仓,-2.7778%"
13,2013-01-21,"2013-01-21,601117,s,7.72,平仓,-4.6914%"
11,2013-01-22,"2013-01-22,002044,s,7.59,平仓,4.5455%"
