Row,A2M,ABC,ABP,AGL,AIA,ALD,ALL,ALQ,ALU,ALX,AMC,AMP,ANN,ANZ,APA,APE,APT,APX,ARB,ASB,AST,ASX,AUB,AWC,AZJ,BAP,BEN,BGA,BHP,BIN,BKL,BKW,BLD,BOQ,BPT,BRG,BSL,BVS,BWP,BXB,CAR,CBA,CCL,CCP,CGC,CGF,CHC,CIM,CIP,CKF,CLW,CMW,CNU,COH,COL,CPU,CQR,CSL,CSR,CTD,CUV,CWN,CWY,DHG,DMP,DOW,DXS,ELD,EML,EVN,FBU,FLT,FMG,FPH,GEM,GMG,GNC,GOR,GOZ,GPT,GUD,GWA,HLS,HVN,IAG,IEL,IFL,IGO,ILU,INA,ING,IPH,IPL,IRE,IVC,JBH,JHG,JHX,KGN,LLC,LNK,LYC,MFG,MGR,MIN,MND,MP1,MPL,MQG,MSB,MTS,NAB,NAN,NCM,NEA,NEC,NHF,NSR,NST,NUF,NWH,NWL,NWS,NXT,OBL,ORA,ORG,ORI,OSH,OZL,PBH,PDL,PME,PMV,PNV,PPT,PRN,PRU,PTM,QAN,QBE,QUB,REA,REH,RHC,RIO,RMD,RMS,RRL,RSG,RWC,S32,SBM,SCG,SCP,SDF,SEK,SFR,SGM,SGP,SGR,SHL,SIQ,SKC,SKI,SLR,SOL,SPK,SSM,STO,SUL,SUN,SVW,SYD,TAH,TCL,TGR,TLS,TNE,TWE,URW,VCX,VEA,VOC,VUK,WBC,WEB,WES,WGX,WHC,WOR,WOW,WPL,WPR,WTC,XRO,Z1P
2012-02-14,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,-0.0184210538864136,NaN,0,0,0,NaN,0,0,0,0,0,0.00322580337524414,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,-0.0149649381637573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0.00707721710205078,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,-0.00280511379241943,0,0,-0.0344827771186829,0,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0,0,0,NaN,0.00540542602539063,0,0,0,0,0,0,0,0,0,-0.0101152062416077,0.0145984888076782,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,0,0,0,0.00732600688934326,0,0,0,0,0,0,0,0,0,0,0,-0.0141509175300598,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0
2012-02-15,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0.00804293155670166,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0,NaN,-0.0124974846839905,0,0,0,0,0,0,0,NaN,0.0635441541671753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,-0.0163972973823547,0,0,NaN,NaN,0,0,0.00780236721038818,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,-0.00562602281570435,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0,0,0,NaN,-0.0268816947937012,0,0,0,0,0,0,0,0,0,0,-0.00143885612487793,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,0,0,0,-0.00363636016845703,0,0,0,0,0.0108448266983032,0,0,0,0,0,0,-0.00478470325469971,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0
2012-02-16,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,-0.0152601599693298,0,0,0,-0.0132978558540344,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,-0.00918030738830566,NaN,-0.0139339566230774,0,0,0,0,0,0,0,NaN,0.0129798650741577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,-0.0190281271934509,0,0,NaN,NaN,0,0,-0.0219354629516602,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0.0410195589065552,0,0,-0.00892859697341919,0,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,-0.0117096304893494,0,0,NaN,0.011049747467041,0,0,0,0,0,0,0,0,0,-0.0171018838882446,-0.0144092440605164,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,0,0,0,-0.0124087333679199,0,0,0,0,-0.0262250304222107,0,0,0,0,0,0,-0.0336538553237915,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0
2012-02-17,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0.0257930755615234,0,0,0,-0.00808626413345337,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,-0.0155526399612427,NaN,0.0166977643966675,0,0,0,0,0,0,0,NaN,0.0461552143096924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0.00242769718170166,0,0,NaN,NaN,0,0,0.00659632682800293,0,0,0,NaN,0,NaN,0,0.0625041723251343,0,0,0,NaN,NaN,0,0.0570530891418457,0,0,0,0,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0.00355446338653564,0,0,NaN,-0.00273221731185913,0,0,0,0,0,0,0,0,0,-0.0138618350028992,0.00146198272705078,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,0,0,0,0.00591278076171875,0,0,0,0,0.0134656429290771,0,0,0,0,0,0,0.0348259210586548,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0
2012-02-20,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0.00496804714202881,0,0,0,0.0298912525177002,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0.0302520990371704,NaN,0.010098934173584,0,0,0,0,0,0,0,NaN,-0.0183786749839783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0.0411468744277954,0,0,NaN,NaN,0,0,0.0157274007797241,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,-0.0141393542289734,0,0,0.0180180072784424,0,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0.0129870176315308,0,0,NaN,0.0301369428634644,0,0,0,0,0,0,0,0,0,0.0210850238800049,0.000729918479919434,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0.0163521766662598,0,0,0,0.0136363506317139,NaN,0,0,0,0.0022042989730835,0,0,0,0,0.0120788812637329,0,0,0,0,0,0,-0.00961536169052124,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0
2012-02-21,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0.036939263343811,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0.0262643098831177,NaN,0.00124979019165039,0,0,0,0,0,0,0,NaN,-0.00125414133071899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0.0209351778030396,0,0,NaN,NaN,0,0,0.00258064270019531,0,0,0,NaN,0,NaN,0,0.0235060453414917,0,0,0,NaN,NaN,0,0.00260770320892334,0,0,0,0.00573062896728516,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0.0178710222244263,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0.0172797441482544,-0.0072939395904541,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0.0259901285171509,0,0,0,0.0206278562545776,NaN,0,0,0,0.00586509704589844,0,0,0,0,0,0,0,0,0,0,0,0.00970876216888428,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0
2012-02-22,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,-0.0149313807487488,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,-0.0430774092674255,NaN,-0.00249636173248291,0,0,0,0,0,0,0,NaN,0.00249862670898438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0.00911366939544678,0,0,NaN,NaN,0,0,-0.00514799356460571,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,-0.00390130281448364,0,0,-0.0265486836433411,0.0213675498962402,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,-0.00305342674255371,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0.0101494789123535,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,-0.0108564496040344,0,0,0,0.0351493358612061,NaN,0,0,0,-0.0094752311706543,0,0,0,0,0,0,0,0,0,0,0,-0.0192307829856873,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0
2012-02-23,NaN,0,0,0,0,0,0,0,-0.0270270109176636,0,0,0,0,0,0,0,NaN,NaN,0,0,0.0151576995849609,0,0,0,-0.0127226710319519,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0.00332224369049072,NaN,-0.0100104808807373,0,0,0,0,0,0,0,NaN,0.00998246669769287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,-0.0022578239440918,0,0,NaN,NaN,0,-0.0154941082000732,0.00388097763061523,0,0,0,NaN,0,NaN,0,-0.0459322929382324,0,0,0,NaN,NaN,0,-0.00391662120819092,0,0,0,0.0069735050201416,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0.00535988807678223,0,0,NaN,0,0,0.0197238922119141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0.0110934972763062,-0.0121951103210449,0,0,0,0.000848889350891113,NaN,0,0,0,-0.00294333696365356,0,0,0,0,0,0,0,0,0,0,0,0.0098038911819458,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0.00240433216094971,0,NaN,NaN,NaN,0
2012-02-24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0.012886643409729,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0.00066220760345459,NaN,-0.0215001702308655,0,0,0,0,0,0,0,NaN,0.0123389959335327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0.0113147497177124,0,0,NaN,NaN,0,0.00428283214569092,0.00902056694030762,0,0,0,NaN,0,NaN,0,0.0602432489395142,0,0,0,NaN,NaN,0,-0.00916141271591187,0,0,0,-0.0429362654685974,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0.0137090682983398,0,0,NaN,0,0,-0.0038684606552124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0.0391849279403687,0.0172839164733887,0,0,0,0.00508904457092285,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291261672973633,0,NaN,0,NaN,0,NaN,0,0,0.00412249565124512,0,0,0,0.0059964656829834,0,NaN,NaN,NaN,0
2012-02-27,NaN,0,0,0.00950992107391357,0,0,0,0,0,0,0,0,0,0,-0.00208079814910889,0,NaN,NaN,0,0,-0.0149313807487488,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,-0.00545996427536011,NaN,-0.0142090916633606,0,0,0,0,0,0,0,NaN,0.00610053539276123,0,0,0,0,0,0,0,0,0,0,0,0.00251889228820801,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,0,-0.0063856840133667,0,0,0,NaN,0,NaN,0,0.0511142015457153,0,0,0,NaN,NaN,0,0,0,0,0,-0.0301012992858887,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,-0.00450789928436279,0,0,NaN,0,0,0.0077669620513916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,-0.00301659107208252,-0.00728154182434082,0,0,0,-0.0101265907287598,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,0,-0.00376385450363159,0,0,0,-0.00635802745819092,0,NaN,NaN,NaN,0
2012-02-28,NaN,0,0,0,0,0,0,0,-0.0277777910232544,0,0,0,0,0,0.00417029857635498,0,NaN,NaN,0,0,-0.00512087345123291,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0.00199639797210693,NaN,0.00917243957519531,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,-0.00251257419586182,0,0,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,0,-0.00284790992736816,0.0025707483291626,0,0,0,NaN,0,NaN,0,-0.0135428309440613,0,0,0,NaN,NaN,0,0,0,0,0,-0.00596839189529419,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,-0.00264149904251099,0,0,NaN,0,0,-0.00578033924102783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0.0105899572372437,-0.00366747379302979,0,0,0,0.000852465629577637,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,0,-0.0109912157058716,0,0,0,-0.0019996166229248,0,NaN,NaN,NaN,0
2012-02-29,NaN,0,0,0.0108731985092163,0,0,0,0,0,0,0,0,0,0,0.0186667442321777,0,NaN,NaN,0,0,0.015338659286499,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0.0149427652359009,NaN,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,-0.00751733779907227,0,0,0,0,0,0,0,0,NaN,0,0.0227842330932617,0,0,NaN,NaN,0,0.0157155990600586,0,0,0,0,NaN,0,NaN,0,-0.0355674028396606,0,0,0,NaN,NaN,0,0,0,0,0,0.00540375709533691,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0.0291335582733154,0,0,NaN,0,0,0.0077519416809082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0.0134730339050293,0.0122699737548828,0,0,0,0.0255537033081055,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0.0301817655563354,NaN,0,0,0.0104196071624756,0,0,0,0.0144259929656982,0,NaN,NaN,NaN,0
2012-03-01,NaN,0,0,-0.026527464389801,0,0,0,0,0.0857143402099609,-0.0329043865203857,0,0,0,0,-0.0183246731758118,0,NaN,NaN,0,0,0,-0.00387221574783325,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,0,-0.0126551389694214,0,0,0,0,0,0,0,0,0,0,0.0101121664047241,0,0,0,0,0,0,0,-0.0422834157943726,NaN,0,-0.0356427431106567,0,0,NaN,NaN,0,-0.00139874219894409,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,-0.0280680656433105,0,NaN,0,NaN,0,0,0,NaN,NaN,0,0,NaN,0,0,0,0,NaN,0,0,0.0192307233810425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,-0.0192023515701294,-0.00969696044921875,0,0,0,-0.0498338937759399,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0.0319952964782715,NaN,0,0,0.00515377521514893,0,0,0,-0.000394999980926514,0,NaN,NaN,NaN,0
2012-03-02,NaN,0,0,0.0191458463668823,0,0,0,0,0.105263113975525,-0.0185642838478088,-0.00141805410385132,0,0,0,0,0,NaN,NaN,0,0,0,0.00810039043426514,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0.023087739944458,0,0,0,0,0,0,0,0,0,0,-0.0100110173225403,0,0,0,0,0,0,0,0,NaN,0,-0.00692999362945557,0,0,NaN,NaN,0,-0.00423091650009155,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0.000614404678344727,0,NaN,0,NaN,0,0,0.0186666250228882,NaN,NaN,0,0,NaN,0,0,0.0224094390869141,0,NaN,0,0,-0.00566035509109497,0,0,0,0.0330954790115356,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0.0075300931930542,-0.00489598512649536,0,0,0,0.0183566808700562,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0.00779008865356445,NaN,0,0,0.00170755386352539,0,0,0,0.00356066226959229,0,NaN,NaN,NaN,0.0587764978408813
2012-03-05,NaN,0,0,0.00722789764404297,0,0,0,0,0,-0.00316333770751953,0.00285613536834717,0,0,0,0.0248961448669434,0,NaN,NaN,0,0,0,-0.000319957733154297,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,0,0,0,-0.00944507122039795,0,NaN,0,-0.00752228498458862,0,0,0,0,0,0,0,0,0,0,-0.00505608320236206,0,0,0,0,0,0,0,0.0220751762390137,NaN,0,-0.0162829160690308,0,0,NaN,NaN,0,0.0141388177871704,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,-0.00245624780654907,0,NaN,0,NaN,0,0,0.0287958383560181,NaN,NaN,0,0,NaN,0,0,-0.00684678554534912,0,NaN,0,0,-0.00189751386642456,0,0,0,-0.0142459273338318,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,-0.0134528875350952,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,-0.0205436944961548,NaN,0,0,0.00546419620513916,0,0,0,-0.00591063499450684,0,NaN,NaN,NaN,-0.0833542943000793
2012-03-06,NaN,0,0,-0.0193705558776855,0,-0.0597232580184937,0,0,0,-0.0316689610481262,-0.02857506275177,0,0,0,0.0101301670074463,0,NaN,NaN,0,0,0,-0.00804120302200317,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0.00682258605957031,0,0,NaN,0,0,0,0,0,0,-0.0178784132003784,0,NaN,0,-0.0126230120658875,0,0,0,0,0,0,0,0,0,0,0.00127542018890381,0,0,0,0,0,0,0,0,NaN,0,-0.0236223936080933,0,0,NaN,NaN,0,-0.0139417052268982,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,-0.00212311744689941,0,0,0,NaN,0,NaN,0,0,-0.0356234312057495,NaN,NaN,0,0,NaN,0,0,-0.0220693349838257,0,NaN,0,0,-0.00570344924926758,0,0,0,-0.0360928773880005,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,-0.010606050491333,0,0,0,-0.00699913501739502,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0.0157309770584106,NaN,0,0,-0.011203408241272,0,0,0,-0.00792235136032104,0,NaN,NaN,NaN,-0.0302808284759521
2012-03-07,NaN,0,0,0.00511765480041504,0,0.000774621963500977,0,0,0,-0.00655430555343628,0.0147078037261963,0,0,0,-0.0240477919578552,0,NaN,NaN,0,0,0,-0.0103716850280762,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,-0.0204674601554871,0,0,NaN,0,0,0,0,0,0,0.0157767534255981,0,NaN,0,-0.0204605460166931,0,0,0,0,0,0,0,0,0,0,-0.00507533550262451,0,0,0,0,0,0,0,-0.00617527961730957,NaN,0,-0.0242183804512024,0,0,NaN,NaN,0,-0.00140661001205444,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,-0.0174627304077148,0,0,0,NaN,0,NaN,0,0,-0.0686016082763672,NaN,NaN,0,0,NaN,0,0,-0.0239714980125427,0,NaN,0,0,-0.00573611259460449,0,0,0,-0.0524373054504395,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,-0.00306278467178345,0,0,0,-0.00233310461044312,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,-0.0205975770950317,NaN,0,0,-0.0188792943954468,0,0,0,0.00439214706420898,0,NaN,NaN,NaN,0
2012-03-08,NaN,0,0,0.0152906179428101,0,-0.000773966312408447,0.0215827226638794,0,0,0.00989627838134766,0.0116053819656372,0,0,0,-0.0082206130027771,0,NaN,NaN,0,0,0,-0.00556957721710205,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0.00691795349121094,0,0,NaN,0,0,0,0,0,0,-0.00477898120880127,0,NaN,0,0.00521492958068848,0,0,0,0,0,0,0,0,0,0,0.00510120391845703,0,0,0,0,0,0,0,-0.00621360540390015,NaN,0,-0.00744587182998657,0,0,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0.0134376287460327,0,0,0,NaN,0,NaN,0,0,0.0594900846481323,NaN,NaN,0,0,NaN,0,0,0.0231215953826904,0,NaN,0,0,0,0,0,0,0.0079113245010376,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0,0.0141053199768066,0,NaN,0,0,0.00898206233978271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,-0.0316260457038879,NaN,0,0,0.00244665145874023,0,0,0,0,0,NaN,NaN,NaN,0
2012-03-09,NaN,0,0,0.00931894779205322,0,0.0240124464035034,0.00352108478546143,0,0,0.0227985382080078,0.00429213047027588,0,0,0,0.0186280012130737,0,NaN,NaN,0,0,0,0.00922417640686035,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,0,0,0,0,0.00600242614746094,0,NaN,0,0.0285754203796387,0,0,0,0,0,0,0,0,0,0,0.0266106128692627,0,0,0,0,0,0,0,0.0281208753585815,NaN,0,0.0200045108795166,0,0,NaN,NaN,0,0,-0.00510203838348389,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0.00770032405853271,0,0,0,NaN,0,NaN,0,0,0.0133689641952515,NaN,NaN,0,0,NaN,0,0,0.00988626480102539,0,NaN,0,0,0,0,0,0,0.00390470027923584,0,0,0,0,0,0,0,0,0.00358426570892334,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0.016960620880127,0,0.0116031169891357,0,NaN,0,0,0.0534124374389648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,-0.0624528527259827
2012-03-12,NaN,0,0,0,0,0.0113464593887329,0.0245614051818848,0,0,-0.00319361686706543,-0.00999331474304199,0,0,0,0,0,NaN,NaN,0,0,0,-0.00652754306793213,0,0,0,NaN,0,-0.0145847201347351,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,-0.00687044858932495,0,0,NaN,0,0,0,0,0,0,-0.00596660375595093,0,NaN,0,-0.00504374504089355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302588939666748,NaN,0,0.00245153903961182,0,0,NaN,NaN,0,0,-0.00897437334060669,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,-0.00933963060379028,0,0,0,NaN,0,NaN,0,0,0.0158311128616333,NaN,NaN,0,0,NaN,0,0,-0.0153874754905701,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571939468384,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0.00200128555297852,0,0,0,NaN,0,0,-0.00563383102416992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0.00544309616088867,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,-0.166733741760254
2012-03-13,NaN,0,0,0,0,0.0261780023574829,0.0171233415603638,0,0,0.00961160659790039,0.010094165802002,0,0,0,0,0,NaN,NaN,0,0,0,0.00854253768920898,0,0,0,NaN,0,0.00294804573059082,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0.00338840484619141,-0.0035586953163147,0,NaN,0,0,0,0,0,0,-0.00360143184661865,0,NaN,0,0.0101386308670044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606310367584229,NaN,0,0.0195642709732056,0,0,NaN,NaN,0,0,0.0155239105224609,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0.0145699977874756,0,0,0,NaN,0,NaN,0,0,0.0233765840530396,NaN,NaN,0,0,NaN,0,0,-0.00709962844848633,0,NaN,0,0,0,0,0,0,0.0195269584655762,0,0,0,0,0,0,0,0,0.0105262994766235,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0.0166444778442383,0,0.00458323955535889,0,NaN,0,0,0.0141643285751343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0
