methodID,date,premium,HighBond,LowBond,meanLine,asiaPos,usPos,operation
signal1-model1,2020-09-15,3.87539669421488,4.13286439024367,3.49450765143523,3.81368602083945,0,0,
signal1-model1,2020-09-16,3.68042985074627,4.13239700010966,3.48301802664386,3.80770751337676,0,0,
signal1-model1,2020-09-17,3.92919367588933,4.12772104820931,3.48436632858929,3.8060436883993,0,0,
signal1-model1,2020-09-18,3.83576153846154,4.13043607486568,3.48694941568998,3.80869274527783,0,0,
signal1-model1,2020-09-21,3.81464046242775,4.12185746260128,3.48574710836573,3.8038022854835,0,0,
signal1-model1,2020-09-22,3.89867784431138,4.12377272341463,3.48563092868681,3.80470182605072,0,0,
signal1-model1,2020-09-23,3.77581351351351,4.10506407646979,3.48522056334664,3.79514231990821,0,0,
signal1-model1,2020-09-24,3.92406432748538,4.10863406213882,3.48445487709282,3.79654446961582,0,0,
signal1-model1,2020-09-25,3.893,4.10651940852677,3.48482732887,3.79567336869839,0,0,
signal1-model1,2020-09-28,3.6231037593985,4.10655601833767,3.4662492850442,3.78640265169093,0,0,
signal1-model1,2020-09-29,4.06147042253521,4.13823460240864,3.45461853947968,3.79642657094416,0,0,
signal1-model1,2020-09-30,3.970112,4.15308586831994,3.45278228309219,3.80293407570606,0,0,
signal1-model1,2020-10-01,4.02113927272727,4.17469575721224,3.44840523056353,3.81155049388788,0,0,
signal1-model1,2020-10-02,4.16544363636364,4.22146299620806,3.43039958008445,3.82593128814626,0,0,
signal1-model1,2020-10-05,3.76256116838488,4.20606196472745,3.47158986015301,3.83882591244023,0,0,
signal1-model1,2020-10-06,3.93264109589041,4.1244091970177,3.61961313089442,3.87201116395606,0,0,
signal1-model1,2020-10-07,3.96082593250444,4.1331790407188,3.62448242911633,3.87883073491757,0,0,
signal1-model1,2020-10-08,3.93576920529801,4.13859357243536,3.63078090940567,3.88468724092051,0,0,
signal1-model1,2020-10-09,4.09310298013245,4.1665389504938,3.62712600030064,3.89683247539722,0,0,
signal1-model1,2020-10-12,3.98930046224961,4.17431498224461,3.63992980200884,3.90712239212672,0,0,
signal1-model1,2020-10-13,4.01844794952681,4.18551969105514,3.6430302187295,3.91427495489232,0,0,
signal1-model1,2020-10-14,3.9269381933439,4.17450256601375,3.67869817803065,3.9266003720222,0,0,
signal1-model1,2020-10-15,3.93062893081761,4.17457832056683,3.6787659489704,3.92667213476862,0,0,
signal1-model1,2020-10-16,3.92103248407643,4.17516444796429,3.68670691613443,3.93093568204936,0,0,
signal1-model1,2020-10-19,3.84165723577236,4.17409379305391,3.69047924837927,3.93228652071659,0,0,
signal1-model1,2020-10-20,3.87673786407767,4.17383638988356,3.68854265352625,3.93118952170491,0,0,
signal1-model1,2020-10-21,3.8684880126183,4.16934479292463,3.70230170039566,3.93582324666014,0,0,
signal1-model1,2020-10-22,3.79344043887147,4.1713490035386,3.6872351009203,3.92929205222945,0,0,
signal1-model1,2020-10-23,3.92788875739645,4.17249431746327,3.68957866273528,3.93103649009927,0,0,
signal1-model1,2020-10-26,3.83345205479452,4.14124934481173,3.74185846492642,3.94155390486907,0,0,
signal1-model1,2020-10-27,3.79953027522936,4.1293925429304,3.72752125207716,3.92845689750378,0,0,
signal1-model1,2020-10-28,3.85655402985075,4.12517100466216,3.72038699333047,3.92277899899632,0,0,
signal1-model1,2020-10-29,3.92842264150943,4.11522678707308,3.72105954779778,3.91814316743543,0,0,
signal1-model2,2020-08-06,3.89157803921569,4.00835367200628,3.70753227936136,3.85794297568382,19.8,-3.39,
signal1-model2,2020-08-07,3.98605925925926,4.0233611760339,3.70224736792633,3.86280427198011,19.8,-3.39,
signal1-model2,2020-08-10,3.98615762376238,4.03930228725302,3.70049387537087,3.86989808131194,19.8,-3.39,
signal1-model2,2020-08-11,3.92082509803922,4.04295033584945,3.70989675763099,3.87642354674022,19.8,-3.39,
signal1-model2,2020-08-12,3.96485373737374,4.04751262686584,3.7086103570693,3.87806149196757,19.8,-3.39,
signal1-model2,2020-08-13,3.92628466257669,4.04872448165729,3.70858573776629,3.87865510971179,19.8,-3.39,
signal1-model2,2020-08-14,4.00134806866953,4.06421817677261,3.70919699877165,3.88670758777213,19.8,-3.39,
signal1-model2,2020-08-17,3.91190379746835,4.06662024662233,3.7116063358591,3.88911329124072,19.8,-3.39,
signal1-model2,2020-08-18,3.86697131147541,4.06659339951335,3.7115232693395,3.88905833442643,19.8,-3.39,
signal1-model2,2020-08-19,3.8,4.06533142867377,3.7020381097443,3.88368476920903,19.8,-3.39,
signal1-model2,2020-08-20,3.9624701754386,4.06367643258246,3.72769871797406,3.89568757527826,19.8,-3.39,
signal1-model2,2020-08-21,3.78278040089087,4.05419939921372,3.71635338739148,3.8852763933026,19.8,-3.39,
signal1-model2,2020-08-24,3.91244965831435,4.05391733315005,3.72962500465245,3.89177116890125,19.8,-3.39,
signal1-model2,2020-08-25,3.88068703296703,4.04406144891773,3.75385185633241,3.89895665262507,19.8,-3.39,
signal1-model2,2020-08-26,3.96700363636364,4.04889207580934,3.7643986201042,3.90664534795677,19.8,-3.39,
signal1-model2,2020-08-27,3.89602133333333,4.0399239718673,3.78604540605213,3.91298468895972,19.8,-3.39,
signal1-model2,2020-08-28,3.91042201834862,4.04021099777152,3.78648679202844,3.91334889489998,19.8,-3.39,
signal1-model2,2020-08-31,3.80851809954751,4.03992057905104,3.78700724292589,3.91346391098846,19.8,-3.39,
signal1-model2,2020-09-01,3.86099203747073,4.03953327900904,3.7822933895721,3.91091333429057,19.8,-3.39,
signal1-model2,2020-09-02,3.8399619047619,4.03177571391709,3.77595307561059,3.90386439476384,19.8,-3.39,
signal1-model2,2020-09-03,3.84881090909091,4.03191188260642,3.77154019390879,3.9017260382576,19.8,-3.39,
signal1-model2,2020-09-04,3.87782775119617,4.02060445891201,3.77202446679689,3.89631446285445,19.8,-3.39,
signal1-model2,2020-09-07,3.5046686825054,4.08104667957697,3.66343335200623,3.8722400157916,-23.15,3.52,跌下限\开盘平\收盘加仓美股
signal1-model2,2020-09-08,3.26893606557377,4.17913999915708,3.50015112917957,3.83964556416833,-23.15,3.52,跌下限 持仓未执行
signal1-model2,2020-09-09,3.82443451327434,4.16698547029137,3.49826373563535,3.83262460296336,-23.15,3.52,
signal1-model2,2020-09-10,3.81863908523908,4.15870817850204,3.49577646969092,3.82724232409648,-23.15,3.52,
signal1-model2,2020-09-11,3.85019829059829,4.14117888469469,3.49819078569114,3.81968483519292,-23.15,3.52,
signal1-model2,2020-09-14,3.78350212765957,4.13212225666596,3.494407246739,3.81326475170248,-23.15,3.52,
signal1-model2,2020-09-15,3.87539669421488,4.13286439024367,3.49450765143523,3.81368602083945,-23.15,3.52,
signal1-model2,2020-09-16,3.68042985074627,4.13239700010966,3.48301802664386,3.80770751337676,-23.15,3.52,
signal1-model2,2020-09-17,3.92919367588933,4.12772104820931,3.48436632858929,3.8060436883993,-23.15,3.52,
signal1-model2,2020-09-18,3.83576153846154,4.13043607486568,3.48694941568998,3.80869274527783,-23.15,3.52,
signal1-model2,2020-09-21,3.81464046242775,4.12185746260128,3.48574710836573,3.8038022854835,-23.15,3.52,
signal1-model2,2020-09-22,3.89867784431138,4.12377272341463,3.48563092868681,3.80470182605072,-23.15,3.52,
signal1-model2,2020-09-23,3.77581351351351,4.10506407646979,3.48522056334664,3.79514231990821,-23.15,3.52,
signal1-model2,2020-09-24,3.92406432748538,4.10863406213882,3.48445487709282,3.79654446961582,-23.15,3.52,
signal1-model2,2020-09-25,3.893,4.10651940852677,3.48482732887,3.79567336869839,-23.15,3.52,
signal1-model2,2020-09-28,3.6231037593985,4.10655601833767,3.4662492850442,3.78640265169093,-23.15,3.52,
signal1-model2,2020-09-29,4.06147042253521,4.13823460240864,3.45461853947968,3.79642657094416,-23.15,3.52,
signal1-model2,2020-09-30,3.970112,4.15308586831994,3.45278228309219,3.80293407570606,-23.15,3.52,
signal1-model2,2020-10-01,4.02113927272727,4.17469575721224,3.44840523056353,3.81155049388788,-23.15,3.52,
signal1-model2,2020-10-02,4.16544363636364,4.22146299620806,3.43039958008445,3.82593128814626,-23.15,3.52,
signal1-model2,2020-10-05,3.76256116838488,4.20606196472745,3.47158986015301,3.83882591244023,-23.15,3.52,
signal1-model2,2020-10-06,3.93264109589041,4.1244091970177,3.61961313089442,3.87201116395606,-23.15,3.52,
signal1-model2,2020-10-07,3.96082593250444,4.1331790407188,3.62448242911633,3.87883073491757,-23.15,3.52,
signal1-model2,2020-10-08,3.93576920529801,4.13859357243536,3.63078090940567,3.88468724092051,-23.15,3.52,
signal1-model2,2020-10-09,4.09310298013245,4.1665389504938,3.62712600030064,3.89683247539722,-23.15,3.52,
signal1-model2,2020-10-12,3.98930046224961,4.17431498224461,3.63992980200884,3.90712239212672,-23.15,3.52,
signal1-model2,2020-10-13,4.01844794952681,4.18551969105514,3.6430302187295,3.91427495489232,-23.15,3.52,
signal1-model2,2020-10-14,3.9269381933439,4.17450256601375,3.67869817803065,3.9266003720222,-23.15,3.52,
signal1-model2,2020-10-15,3.93062893081761,4.17457832056683,3.6787659489704,3.92667213476862,-23.15,3.52,
signal1-model2,2020-10-16,3.92103248407643,4.17516444796429,3.68670691613443,3.93093568204936,-23.15,3.52,
signal1-model2,2020-10-19,3.84165723577236,4.17409379305391,3.69047924837927,3.93228652071659,-23.15,3.52,
signal1-model2,2020-10-20,3.87673786407767,4.17383638988356,3.68854265352625,3.93118952170491,-23.15,3.52,
signal1-model2,2020-10-21,3.8684880126183,4.16934479292463,3.70230170039566,3.93582324666014,-23.15,3.52,
signal1-model2,2020-10-22,3.79344043887147,4.1713490035386,3.6872351009203,3.92929205222945,-23.15,3.52,
signal1-model2,2020-10-23,3.92788875739645,4.17249431746327,3.68957866273528,3.93103649009927,-23.15,3.52,
signal1-model2,2020-10-26,3.83345205479452,4.14124934481173,3.74185846492642,3.94155390486907,-23.15,3.52,
signal1-model2,2020-10-27,3.79953027522936,4.1293925429304,3.72752125207716,3.92845689750378,-23.15,3.52,
signal1-model2,2020-10-28,3.85655402985075,4.12517100466216,3.72038699333047,3.92277899899632,-23.15,3.52,
signal1-model2,2020-10-29,3.92842264150943,4.11522678707308,3.72105954779778,3.91814316743543,-23.15,3.52,
signal2-model1,2020-08-06,3.89157803921569,4.00835367200628,3.70753227936136,3.85794297568382,0,0,
signal2-model1,2020-08-07,3.98605925925926,4.0233611760339,3.70224736792633,3.86280427198011,0,0,
signal2-model1,2020-08-10,3.98615762376238,4.03930228725302,3.70049387537087,3.86989808131194,0,0,
signal2-model1,2020-08-11,3.92082509803922,4.04295033584945,3.70989675763099,3.87642354674022,0,0,
signal2-model1,2020-08-12,3.96485373737374,4.04751262686584,3.7086103570693,3.87806149196757,0,0,
signal2-model1,2020-08-13,3.92628466257669,4.04872448165729,3.70858573776629,3.87865510971179,0,0,
signal2-model1,2020-08-14,4.00134806866953,4.06421817677261,3.70919699877165,3.88670758777213,0,0,
signal2-model1,2020-08-17,3.91190379746835,4.06662024662233,3.7116063358591,3.88911329124072,0,0,
signal2-model1,2020-08-18,3.86697131147541,4.06659339951335,3.7115232693395,3.88905833442643,0,0,
signal2-model1,2020-08-19,3.8,4.06533142867377,3.7020381097443,3.88368476920903,0,0,
signal2-model1,2020-08-20,3.9624701754386,4.06367643258246,3.72769871797406,3.89568757527826,0,0,
signal2-model1,2020-08-21,3.78278040089087,4.05419939921372,3.71635338739148,3.8852763933026,0,0,
signal2-model1,2020-08-24,3.91244965831435,4.05391733315005,3.72962500465245,3.89177116890125,0,0,
signal2-model1,2020-08-25,3.88068703296703,4.04406144891773,3.75385185633241,3.89895665262507,0,0,
signal2-model1,2020-08-26,3.96700363636364,4.04889207580934,3.7643986201042,3.90664534795677,0,0,
signal2-model1,2020-08-27,3.89602133333333,4.0399239718673,3.78604540605213,3.91298468895972,0,0,
signal2-model1,2020-08-28,3.91042201834862,4.04021099777152,3.78648679202844,3.91334889489998,0,0,
signal2-model1,2020-08-31,3.80851809954751,4.03992057905104,3.78700724292589,3.91346391098846,0,0,
signal2-model1,2020-09-01,3.86099203747073,4.03953327900904,3.7822933895721,3.91091333429057,0,0,
signal2-model1,2020-09-02,3.8399619047619,4.03177571391709,3.77595307561059,3.90386439476384,0,0,
signal2-model1,2020-09-03,3.84881090909091,4.03191188260642,3.77154019390879,3.9017260382576,0,0,
signal2-model1,2020-09-04,3.87782775119617,4.02060445891201,3.77202446679689,3.89631446285445,0,0,
signal2-model1,2020-09-07,3.5046686825054,4.08104667957697,3.66343335200623,3.8722400157916,-23.15,3.52,跌下限\收盘加仓美股
signal2-model1,2020-09-08,3.26893606557377,4.17913999915708,3.50015112917957,3.83964556416833,0,0,跌下限\开盘平\收盘平
signal2-model1,2020-09-09,3.82443451327434,4.16698547029137,3.49826373563535,3.83262460296336,0,0,
signal2-model1,2020-09-10,3.81863908523908,4.15870817850204,3.49577646969092,3.82724232409648,0,0,
signal2-model1,2020-09-11,3.85019829059829,4.14117888469469,3.49819078569114,3.81968483519292,0,0,
signal2-model1,2020-09-14,3.78350212765957,4.13212225666596,3.494407246739,3.81326475170248,0,0,
signal2-model1,2020-09-15,3.87539669421488,4.13286439024367,3.49450765143523,3.81368602083945,0,0,
signal2-model1,2020-09-16,3.68042985074627,4.13239700010966,3.48301802664386,3.80770751337676,0,0,
signal2-model1,2020-09-17,3.92919367588933,4.12772104820931,3.48436632858929,3.8060436883993,0,0,
signal2-model1,2020-09-18,3.83576153846154,4.13043607486568,3.48694941568998,3.80869274527783,0,0,
signal2-model1,2020-09-21,3.81464046242775,4.12185746260128,3.48574710836573,3.8038022854835,0,0,
signal2-model1,2020-09-22,3.89867784431138,4.12377272341463,3.48563092868681,3.80470182605072,0,0,
signal2-model1,2020-09-23,3.77581351351351,4.10506407646979,3.48522056334664,3.79514231990821,0,0,
signal2-model1,2020-09-24,3.92406432748538,4.10863406213882,3.48445487709282,3.79654446961582,0,0,
signal2-model1,2020-09-25,3.893,4.10651940852677,3.48482732887,3.79567336869839,0,0,
signal2-model1,2020-09-28,3.6231037593985,4.10655601833767,3.4662492850442,3.78640265169093,0,0,
signal2-model1,2020-09-29,4.06147042253521,4.13823460240864,3.45461853947968,3.79642657094416,0,0,
signal2-model1,2020-09-30,3.970112,4.15308586831994,3.45278228309219,3.80293407570606,0,0,
signal2-model1,2020-10-01,4.02113927272727,4.17469575721224,3.44840523056353,3.81155049388788,0,0,
signal2-model1,2020-10-02,4.16544363636364,4.22146299620806,3.43039958008445,3.82593128814626,0,0,
signal2-model1,2020-10-05,3.76256116838488,4.20606196472745,3.47158986015301,3.83882591244023,0,0,
signal2-model1,2020-10-06,3.93264109589041,4.1244091970177,3.61961313089442,3.87201116395606,0,0,
signal2-model1,2020-10-07,3.96082593250444,4.1331790407188,3.62448242911633,3.87883073491757,0,0,
signal2-model1,2020-10-08,3.93576920529801,4.13859357243536,3.63078090940567,3.88468724092051,0,0,
signal2-model1,2020-10-09,4.09310298013245,4.1665389504938,3.62712600030064,3.89683247539722,0,0,
signal2-model1,2020-10-12,3.98930046224961,4.17431498224461,3.63992980200884,3.90712239212672,0,0,
signal2-model1,2020-10-13,4.01844794952681,4.18551969105514,3.6430302187295,3.91427495489232,0,0,
signal2-model1,2020-10-14,3.9269381933439,4.17450256601375,3.67869817803065,3.9266003720222,0,0,
signal2-model1,2020-10-15,3.93062893081761,4.17457832056683,3.6787659489704,3.92667213476862,0,0,
signal2-model1,2020-10-16,3.92103248407643,4.17516444796429,3.68670691613443,3.93093568204936,0,0,
signal2-model1,2020-10-19,3.84165723577236,4.17409379305391,3.69047924837927,3.93228652071659,0,0,
signal2-model1,2020-10-20,3.87673786407767,4.17383638988356,3.68854265352625,3.93118952170491,0,0,
signal2-model1,2020-10-21,3.8684880126183,4.16934479292463,3.70230170039566,3.93582324666014,0,0,
signal2-model1,2020-10-22,3.79344043887147,4.1713490035386,3.6872351009203,3.92929205222945,0,0,
signal2-model1,2020-10-23,3.92788875739645,4.17249431746327,3.68957866273528,3.93103649009927,0,0,
signal2-model1,2020-10-26,3.83345205479452,4.14124934481173,3.74185846492642,3.94155390486907,0,0,
signal2-model1,2020-10-27,3.79953027522936,4.1293925429304,3.72752125207716,3.92845689750378,0,0,
signal2-model1,2020-10-28,3.85655402985075,4.12517100466216,3.72038699333047,3.92277899899632,0,0,
signal2-model1,2020-10-29,3.92842264150943,4.11522678707308,3.72105954779778,3.91814316743543,0,0,
signal2-model2,2020-08-06,3.89157803921569,4.00835367200628,3.70753227936136,3.85794297568382,0,0,
signal2-model2,2020-08-07,3.98605925925926,4.0233611760339,3.70224736792633,3.86280427198011,0,0,
signal2-model2,2020-08-10,3.98615762376238,4.03930228725302,3.70049387537087,3.86989808131194,0,0,
signal2-model2,2020-08-11,3.92082509803922,4.04295033584945,3.70989675763099,3.87642354674022,0,0,
signal2-model2,2020-08-12,3.96485373737374,4.04751262686584,3.7086103570693,3.87806149196757,0,0,
signal2-model2,2020-08-13,3.92628466257669,4.04872448165729,3.70858573776629,3.87865510971179,0,0,
signal2-model2,2020-08-14,4.00134806866953,4.06421817677261,3.70919699877165,3.88670758777213,0,0,
signal2-model2,2020-08-17,3.91190379746835,4.06662024662233,3.7116063358591,3.88911329124072,0,0,
signal2-model2,2020-08-18,3.86697131147541,4.06659339951335,3.7115232693395,3.88905833442643,0,0,
signal2-model2,2020-08-19,3.8,4.06533142867377,3.7020381097443,3.88368476920903,0,0,
signal2-model2,2020-08-20,3.9624701754386,4.06367643258246,3.72769871797406,3.89568757527826,0,0,
signal2-model2,2020-08-21,3.78278040089087,4.05419939921372,3.71635338739148,3.8852763933026,0,0,
signal2-model2,2020-08-24,3.91244965831435,4.05391733315005,3.72962500465245,3.89177116890125,0,0,
signal2-model2,2020-08-25,3.88068703296703,4.04406144891773,3.75385185633241,3.89895665262507,0,0,
signal2-model2,2020-08-26,3.96700363636364,4.04889207580934,3.7643986201042,3.90664534795677,0,0,
signal2-model2,2020-08-27,3.89602133333333,4.0399239718673,3.78604540605213,3.91298468895972,0,0,
signal2-model2,2020-08-28,3.91042201834862,4.04021099777152,3.78648679202844,3.91334889489998,0,0,
signal2-model2,2020-08-31,3.80851809954751,4.03992057905104,3.78700724292589,3.91346391098846,0,0,
signal2-model2,2020-09-01,3.86099203747073,4.03953327900904,3.7822933895721,3.91091333429057,0,0,
signal2-model2,2020-09-02,3.8399619047619,4.03177571391709,3.77595307561059,3.90386439476384,0,0,
signal2-model2,2020-09-03,3.84881090909091,4.03191188260642,3.77154019390879,3.9017260382576,0,0,
signal2-model2,2020-09-04,3.87782775119617,4.02060445891201,3.77202446679689,3.89631446285445,0,0,
signal2-model2,2020-09-07,3.5046686825054,4.08104667957697,3.66343335200623,3.8722400157916,-23.15,3.52,跌下限\收盘加仓美股
signal2-model2,2020-09-08,3.26893606557377,4.17913999915708,3.50015112917957,3.83964556416833,-23.15,3.52,跌下限 持仓不执行
signal2-model2,2020-09-09,3.82443451327434,4.16698547029137,3.49826373563535,3.83262460296336,-23.15,3.52,
signal2-model2,2020-09-10,3.81863908523908,4.15870817850204,3.49577646969092,3.82724232409648,-23.15,3.52,
signal2-model2,2020-09-11,3.85019829059829,4.14117888469469,3.49819078569114,3.81968483519292,-23.15,3.52,
signal2-model2,2020-09-14,3.78350212765957,4.13212225666596,3.494407246739,3.81326475170248,-23.15,3.52,
signal2-model2,2020-09-15,3.87539669421488,4.13286439024367,3.49450765143523,3.81368602083945,-23.15,3.52,
signal2-model2,2020-09-16,3.68042985074627,4.13239700010966,3.48301802664386,3.80770751337676,-23.15,3.52,
signal2-model2,2020-09-17,3.92919367588933,4.12772104820931,3.48436632858929,3.8060436883993,-23.15,3.52,
signal2-model2,2020-09-18,3.83576153846154,4.13043607486568,3.48694941568998,3.80869274527783,-23.15,3.52,
signal2-model2,2020-09-21,3.81464046242775,4.12185746260128,3.48574710836573,3.8038022854835,-23.15,3.52,
signal2-model2,2020-09-22,3.89867784431138,4.12377272341463,3.48563092868681,3.80470182605072,-23.15,3.52,
signal2-model2,2020-09-23,3.77581351351351,4.10506407646979,3.48522056334664,3.79514231990821,-23.15,3.52,
signal2-model2,2020-09-24,3.92406432748538,4.10863406213882,3.48445487709282,3.79654446961582,-23.15,3.52,
signal2-model2,2020-09-25,3.893,4.10651940852677,3.48482732887,3.79567336869839,-23.15,3.52,
signal2-model2,2020-09-28,3.6231037593985,4.10655601833767,3.4662492850442,3.78640265169093,-23.15,3.52,
signal2-model2,2020-09-29,4.06147042253521,4.13823460240864,3.45461853947968,3.79642657094416,-23.15,3.52,
signal2-model2,2020-09-30,3.970112,4.15308586831994,3.45278228309219,3.80293407570606,-23.15,3.52,
signal2-model2,2020-10-01,4.02113927272727,4.17469575721224,3.44840523056353,3.81155049388788,-23.15,3.52,
signal2-model2,2020-10-02,4.16544363636364,4.22146299620806,3.43039958008445,3.82593128814626,-23.15,3.52,
signal2-model2,2020-10-05,3.76256116838488,4.20606196472745,3.47158986015301,3.83882591244023,-23.15,3.52,
signal2-model2,2020-10-06,3.93264109589041,4.1244091970177,3.61961313089442,3.87201116395606,-23.15,3.52,
signal2-model2,2020-10-07,3.96082593250444,4.1331790407188,3.62448242911633,3.87883073491757,-23.15,3.52,
signal2-model2,2020-10-08,3.93576920529801,4.13859357243536,3.63078090940567,3.88468724092051,-23.15,3.52,
signal2-model2,2020-10-09,4.09310298013245,4.1665389504938,3.62712600030064,3.89683247539722,-23.15,3.52,
signal2-model2,2020-10-12,3.98930046224961,4.17431498224461,3.63992980200884,3.90712239212672,-23.15,3.52,
signal2-model2,2020-10-13,4.01844794952681,4.18551969105514,3.6430302187295,3.91427495489232,-23.15,3.52,
signal2-model2,2020-10-14,3.9269381933439,4.17450256601375,3.67869817803065,3.9266003720222,-23.15,3.52,
signal2-model2,2020-10-15,3.93062893081761,4.17457832056683,3.6787659489704,3.92667213476862,-23.15,3.52,
signal2-model2,2020-10-16,3.92103248407643,4.17516444796429,3.68670691613443,3.93093568204936,-23.15,3.52,
signal2-model2,2020-10-19,3.84165723577236,4.17409379305391,3.69047924837927,3.93228652071659,-23.15,3.52,
signal2-model2,2020-10-20,3.87673786407767,4.17383638988356,3.68854265352625,3.93118952170491,-23.15,3.52,
signal2-model2,2020-10-21,3.8684880126183,4.16934479292463,3.70230170039566,3.93582324666014,-23.15,3.52,
signal2-model2,2020-10-22,3.79344043887147,4.1713490035386,3.6872351009203,3.92929205222945,-23.15,3.52,
signal2-model2,2020-10-23,3.92788875739645,4.17249431746327,3.68957866273528,3.93103649009927,-23.15,3.52,
signal2-model2,2020-10-26,3.83345205479452,4.14124934481173,3.74185846492642,3.94155390486907,-23.15,3.52,
signal2-model2,2020-10-27,3.79953027522936,4.1293925429304,3.72752125207716,3.92845689750378,-23.15,3.52,
signal2-model2,2020-10-28,3.85655402985075,4.12517100466216,3.72038699333047,3.92277899899632,-23.15,3.52,
signal2-model2,2020-10-29,3.92842264150943,4.11522678707308,3.72105954779778,3.91814316743543,-23.15,3.52,
