tradeDate,HKopenPrice,HKclosePrice,USopenPrice,USclosePrice,USDHKD
2020-06-29,314,312,56.34,56.39,29.5002
2020-06-30,313.5,313,56.25,56.77,29.407
2020-07-01,315,317.5,56.97,56.82,29.4516
2020-07-02,319,322,57.95,58.62,29.477
2020-07-06,332.5,338,60.67,61.88,29.4348
2020-07-07,343.5,338.5,61.26,60.71,29.4258
2020-07-08,337.5,341,61.64,62.59,29.448
2020-07-09,346,345,62.95,64.78,29.4105
2020-07-10,352.5,348.5,64.47,63.85,29.4851
2020-07-13,351,354.5,65.2,65.07,29.4253
2020-07-14,355,363.5,66,66.96,29.4583
2020-07-15,366,363,67.18,66.06,29.471
2020-07-16,359,357.5,65.38,66.59,29.4692
2020-07-17,361,367,67.31,66.4,29.4708
2020-07-20,370,366,66.7,66.89,29.4773
2020-07-21,372.5,383,68.84,67.81,29.448
2020-07-22,381,384,68.1,68.53,29.3923
2020-07-23,382,381.5,68.26,67.37,29.4051
2020-07-24,390,386,71.4,73.9,29.467
2020-07-27,420.5,424.5,81.36,83.25,29.3762
2020-07-28,464,435,79.345,76.92,29.2705
2020-07-29,428,422,77.11,82.67,29.3033
2020-07-30,436.5,434,80.01,79.93,29.2799
2020-07-31,426,425.5,79.63,78.39,29.34
2020-08-03,420.5,416,77.77,78.95,29.347
2020-08-04,421.5,425.5,79.33,80.19,29.3898
2020-08-05,430.5,429,80.98,81.63,29.3338
2020-08-06,437.5,435,82.04,80.52,29.3225
2020-08-07,433.5,433,80.49,80.03,29.391
2020-08-10,427.5,435.5,80.55,79.87,29.3785
2020-08-11,432,429,79.16,77.94,29.411
2020-08-12,422,419,78.16,79.39,29.4209
2020-08-13,428,429,79,78.3,29.3945
2020-08-14,424,427,78.45,78.41,29.427
2020-08-17,427,435,79.8,80.19,29.422
2020-08-18,440,433,80.22,79.41,29.3936
2020-08-19,436,427.5,79.01,78.54,29.3827
2020-08-20,427,415,76.32,76.81,29.3898
2020-08-21,421.5,424.5,78.02,78.34,29.3825
2020-08-24,427.5,428,79.73,78.9,29.3679
2020-08-25,433.5,434.5,79.85,79.735,29.3621
2020-08-26,435.5,442,81.25,81.75,29.352
2020-08-27,448,444,82.18,81.13,29.3438
2020-08-28,440,435,80.06,80.44,29.3347
2020-08-31,437,426.5,79,79.25,29.3492
2020-09-01,430,435,80.12,81.55,29.347
2020-09-02,441,433,81.35,82.17,29.3461
2020-09-03,439.5,436,81.12,81.18,29.3332
2020-09-04,427,429,80.5,78.91,29.3401
2020-09-08,428,431,78.02,77.32,29.2646
2020-09-09,425,427,78.62,79.4,29.3062
2020-09-10,432.5,435,80.74,78.9,29.2698
2020-09-11,435.5,436.5,80.01,78.82,29.2737
2020-09-14,436,441,80.5,80.5,29.2533
2020-09-15,440.5,445,81.6,85.85,29.2065
2020-09-16,460,458,86.49,83.13,29.1768
2020-09-17,453,448.5,81.03,81.91,29.1413
2020-09-18,447,444,82.4,80.23,29.0372
2020-09-21,443.5,440,79.77,80.59,28.9797
2020-09-22,440,437,80.83,80.48,28.9938
2020-09-23,436,433.5,79.765,77.92,29.089
2020-09-24,425.5,423,76.82,78.38,29.2088
2020-09-25,427,424,78.17,78.88,29.2512
2020-09-28,427,431.5,80.31,79.77,29.097
2020-09-29,432.5,431,79.7,80.51,29.0172
2020-09-30,430.5,433,80.59,81.07,28.9687
2020-10-01,430.5,433,82.06,82.62,28.8853
2020-10-02,430.5,433,80.71,80.8,28.9078
2020-10-05,438,432.5,81.55,84.54,28.885
2020-10-06,441.5,439.5,83.77,83.12,28.7141
2020-10-07,435,443,84.78,86.92,28.742
2020-10-08,450,453,88.86,87.8,28.6952
2020-10-09,450,453,88.34,88.78,28.62
2020-10-12,458,460,89.12,90.91,28.6041
2020-10-13,465,462,90.5,89.64,28.6553
2020-10-14,460.5,459,89.65,88.6,28.678
2020-10-15,456,453,87.29,88.15,28.7118
2020-10-16,451,449,88.55,86.7,28.78
