tradeDate,HKopenPrice,HKclosePrice,USopenPrice,USclosePrice,USDHKD
2020-09-10,142.4,143.5,240.79,238.25,7.7503
2020-09-11,143.5,144.4,239.99,249.59,7.7502
2020-09-14,147,150,248.57,250.17,7.75024
2020-09-15,149.6,153.5,251.25,255.44,7.7505
2020-09-16,155,153.2,256.01,255.13,7.75002
2020-09-17,154.8,149,252.73,262.62,7.7499
2020-09-18,153.7,167,267.62,273.96,7.7501
2020-09-21,167,163.8,268.17,271.07,7.7498
2020-09-22,162.5,159,268.81,268.8,7.75
2020-09-23,162.7,160.3,269.21,274.68,7.75
2020-09-24,161.3,160.6,274.57,276.57,7.7503
2020-09-28,167.6,167.7,282.55,280.65,7.7498
2020-09-29,167.7,164,279.77,281.46,7.7499
2020-09-30,167,169.3,280.4,286.44,7.75
2020-10-05,170.5,169.9,288,306.04,7.74982
2020-10-06,182,183.5,306,295.87,7.7501
2020-10-07,181.2,177.7,298.74,297.55,7.74979
2020-10-08,178.5,178.4,300.38,301.49,7.74978
2020-10-09,180,182.4,304.95,312.66,7.7504
2020-10-12,183,190.3,313.13,307.55,7.7504
2020-10-14,183,183,305.64,303.93,7.7511
2020-10-15,184.3,181.8,300.73,304.07,7.7499
2020-10-16,181.1,182.1,303.99,316.61,7.7502
2020-10-19,186.8,187.7,319.497,301.52,7.74975
2020-10-20,180.8,179.5,301.52,299.9,7.7498
2020-10-21,180,183.3,300,302.57,7.75
2020-10-22,183.3,180.2,301.65,303.79,7.7526
2020-10-23,182.5,178.3,302.5,299,7.74998
