Row,AUDJPY,AUDUSD,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPJPY,GBPUSD,NZDJPY,NZDUSD,USDCAD,USDCHF,USDCNH,USDINR,USDJPY,USDRUB,USDTRY,USDZAR
2013-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-22,0,0,0,0,0,0,0,0,0,0,0.00392864484593991,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-23,0,0,0,0,0,0,0,0,0,0,0.00279844379222993,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-24,0,0,0,0,0,0,0,0,0,0,-0.001762107874278,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-25,0,0,0,0,0,0,0,0,0,0,0.00583355430129995,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-26,0,0,0,0,0,0,0,0,0,0,-2.25963168000165e-05,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011835505488632,0
2013-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033440641561,0
2013-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00292861437664604,0
2013-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400293201773994,0
2013-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00494488140051497,0
2013-08-09,0,0,0,0,0,0,0,0,0,-0.00640004789558801,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-12,0,0,0,0,0,0,0,0,0,0.000271148040799973,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-13,0,0,0,0,0,0,0,0,0,0.00264448272953999,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-14,0,0,0,0,0,0,0,0,0,-0.00836913094415603,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-15,0,0,0,0,0,0,0,0,0,0.00125415020721009,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067828673168,0
2013-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00249189881685097,0
2013-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531354980382992,0
2013-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01946353780485,0
2013-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82854110000986e-05,0
2013-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000273530992037974
2013-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022992661500728
2013-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00507081132981302
2013-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304593021502009
2013-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010830827821207
2013-09-12,-0.00994923422021399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-13,-0.00454220237191805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-16,0.00516188049267008,0,0,0,0,0,0.000542198412250006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-17,0.0045069934236901,0,0,0,0,0,0.000153674436659923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-18,0.00517704412351994,0,0,0,0,0,-0.00264441155777695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-19,0,0,0,0,0,0,-0.00122435741506499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-20,0,0,0,0,0,0,-0.000284139341933054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-27,0,0,0,0,0,0,0,0,0,0,0.00237999911027997,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-30,0,0,0,0,0,0,0,0,0,0,0.000347645992829992,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,0,0,0,0,0,0,0,0,0,0,4.43649162200632e-05,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-02,0,0,0,0,0,0,0,0,0,0,0.00399266532591991,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-03,0,0,0,0,0,0,0,0,0,0,0.0028353020885501,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522709822220002,0.00509734376059989
2013-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485717363416005,-0.00104129506252604
2013-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00509194741407004,-0.00781785366136201
2013-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493189865854304,-0.00942616173309097
2013-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00226406922145606,-0.00289698517136405
2013-11-18,-0.00065032676254595,0,0,0,0,0,-0.00120722063780099,0,0,0,0,-0.00215008457825505,0,0,0,-0.000690018688006,-0.001345777213694,0,0,-0.00173744595444703,0,0,0
2013-11-19,0.00706223729971001,0,0,0,0,0,0.00021902251064998,0,0,0,0,0.00203673575836993,0,0,0,0.00393198622845992,-0.00211451234743698,0,0,0.00152041051083995,0,0,0
2013-11-20,-0.0109004237288139,0,0,0,0,0,-0.00151660151498001,0,0,0,0,-0.00184668773625796,0,0,0,-0.00164305570149903,0.00557745303630997,0,0,-0.00102871410736605,0,0,0
2013-11-21,0.000257039123499947,0,0,0,0,0,-0.00039800186817196,0,0,0,0,0.0171972782358201,0,0,0,0.00642037680244001,-0.00349386935112295,0,0,0.0112275299434099,0,0,0
2013-11-22,-0.00616735371272503,0,0,0,0,0,-0.00123510961597895,0,0,0,0,0.00234372139012007,0,0,0,-0.000370785875909996,-0.00753815643865896,0,0,0.000909585248900058,0,0,0
2013-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0.00134645515080001,0,0,0,0,0,0,0,0,0,0
2013-12-02,0,0,0,0,0,0,0,0,0,0,0,0,-0.000488961689852019,0,0,0,0,0,0,0,0,0,0
2013-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0.00215859892864989,0,0,0,0,0,0,0,0,0,0
2013-12-04,0,0,0,0,0,0,0,0,0,0,0,0,-0.000457637977850034,0,0,0,0,0,0,0,0,0,0
2013-12-05,0,0,0,0,0,0,0,0,0,0,0,0,-0.00297295647396401,0,0,0,0,0,0,0,0,0,0
2013-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-13,0,0,0,-0.00147181601439095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-16,0,0,0,0.00050856807916011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-17,0,0,0,-0.00088738789189402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-18,0,0,0,0.00550151766003992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-19,0,0,0,-0.00481107318662799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN
2013-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30,0,0,0,0,0,0,0,0.00323892467700992,0,0,0,0.000963908272870073,0,0,0,-0.00514914772727304,-0.00420894316243103,0,0,0,0,0,-0.00940605830044206
2013-12-31,0,0,0,0,0,0,0,-0.00595472970549205,0,0,0,0.00560488986276009,0,0,0,-0.00106146143513397,0.00349409948039003,0,0,0,0,0,0.00637505280541006
2014-01-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN
2014-01-02,0,0,0,0,0,0,0,-0.000781879638650951,0,0,0,-0.011772329005918,0,0,0,0.0031595576619301,0.00952477227033,0,0,0,0,0,0.0189181453920999
2014-01-03,0,0,0,0,0,0,0,-0.00367169066307105,0,0,0,-0.00160149472841298,0,0,0,-0.00344956880389902,0.00692041522491005,0,0,0,0,0,-0.00276209469771405
2014-01-06,0,0,0,0,0,0,0,0.00354022932952991,0,0,0,-0.00644531363512202,0,0,0,0.00217284972533993,-0.00122650578446604,0,0,0,0,0,-0.00092950764261801
2014-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00369122131279098,0,0,0,0
2014-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000483247422679911,0,0,0,0
2014-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00531315408146804,0,0.00426378624217993,0,0
2014-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00566526383943,0,-0.00670577111851201,0,0
2014-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331529693529098,0,0.000651147647729999,0,0.00875179992420994,0,0
2014-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071652057607996,0,0.00390481593965997,0,0,0,0.000450772624279949,0,0
2014-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00533425618749805,0,0.0065935283687899,0,0,0,0.0032441005430901,0,0
2014-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019435879593499,0,-0.00409533770022596,0,0,0,0,0,0
2014-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012980015087471,0,0.00512916883146008,0,0,0,0,0,0
2014-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969319050333994,0,0,0,0,0,0,0,0
2014-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00827761859280496,0,0,0,0
2014-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304975922952999,0,0,0,0
2014-02-03,0,0,0,0,0.00320802135216991,0,0,0,0,0.00339570796911004,0,0,-0.007856190934041,0,0,0,0,0,0.00592094735158,0,0,0,0
2014-02-04,0,0,0,0,-0.019840370785135,0,0,0,0,-0.019563878574802,0,0,0.00114083833217005,0,0,0,0,0,-0.011931275851098,0,0,0,0
2014-02-05,0,0,0,0,0.00256244303848008,0,0,0,0,0.00434212532397993,0,0,-0.000925109052590023,0,0,0,0,0,0.00515214941233011,0,0,0,0
2014-02-06,0,0,0,0,-0.00108691356072899,0,0,0,0,3.64327481801041e-05,0,0,0.000717470090080052,0,0,0,0,0,0,0,0,0,0
2014-02-07,0,0,0,0,0.00302029134601001,0,0,0,0,-0.00283557892563702,0,0,0.00507384030883995,0,0,0,0,0,0,0,0,0,0
2014-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332253372123992,0,0,0,0,0
2014-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347628383609999,0,0,0,0,0
2014-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000607473566690109,0,0,0,0,0
2014-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032160144392499,0,0,0,0,0
2014-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000801426211539891,0,0,0,0,0
2014-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-03,0,0,0,0,-0.00516685443456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-04,0,0,0,0,-0.000930698739976976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-05,0,0,0,0,-0.00447542425328196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06,0,0,0,0,-0.00236228716512499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103765059557061,0
2014-03-07,0,0,0,0,0.00278111205126996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00998054367578005,0
2014-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765564586845002,0
2014-03-11,0,0,0,0,0,0,0,0,0,0,-0.00117477477477501,0,-0.00169446714416199,0,0,0,0,0,0,0,0,0.01201619593839,0
2014-03-12,0,0,0,0,0,0,0,0,0,0,0.00305945002056007,0,4.21326335300343e-05,0,0,0,0,0,0,0,0,-0.00588106875058503,0
2014-03-13,0,0,0,0,0,0,0,0,0,0,-0.002560948414154,0,0.000451402054779892,0,0,0,0,0,0,0,0,0,0
2014-03-14,0,0,0,0,0,0,0,0,0,0,0.0028055245032601,0,0.00114303590335996,0,0,0,0,0,0,0,0,0,0
2014-03-17,0,0,0,0,0,0,0,0,0,0,0.00115790684962991,0,-0.000426646796544028,0,0,0,0,0,0,0,0,0,0
2014-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016383950013199,0
2014-03-24,0.00514864282637006,0.00589375812456994,0.00297655005765995,0,0,0,0,0.00332631377429005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021510773312301,0
2014-03-25,0.00411496174371995,0.00357029427548006,0.00238731438082995,0,0,0,0,-0.00294559591671195,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00914481451006999,0
2014-03-26,0.00369255725598006,0.00659136792709991,0.00368169204886004,0,0,0,0,-0.00686545384955795,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011666268012763,0
2014-03-27,0.00540149710785998,0.00358850377822995,0.00786973038281991,0,0,0,0,-0.00410680091048099,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00303661287523904,0
2014-03-28,0.00552053809382991,-0.001328724208707,0.00369354385813003,0,0,0,0,-0.000846514777729013,0,0,0,0,0,0,0,0.00272921804728998,0,0,0,0,0,0,0
2014-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000967546501008054,0,0,0,0,0,0,-0.00378400877890095
2014-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002335222027117,0,0,0,0,0,0,0.00436813917270995
2014-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081651908839997,0,0,0,0,0,0,0.00217457075864003
2014-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154105553239914,0,0,0,0,0,0,0.00344346119737993
2014-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00817953611688305
2014-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000367917586459932,0,0,0,0,0
2014-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00188688296528505,0,0,0,0,0
2014-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331629792210697,0,0,0,0,0
2014-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196103645599011,0,0,0,0,0
2014-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000304809574228959,0,0,0,0,0
2014-05-09,0,0,0,0,0,0,0,0,0,0,0,-0.00337668979786399,0,0,0,0,0,0,0,0,0,0,0
2014-05-12,0,0,0,0,0,0,0,0,0,0,0,0.00433284153930003,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,0,0,0,0,0,0,0,0,0,0,0,-0.00124837421033097,0,0.00215940991282992,0.000928515883420022,0,0,0,0,0,0,0,0
2014-05-14,0,0,0,0,0,0,0,0,0,0,0,-0.00717985686795497,0,0.000952629370470026,0.00481220793377002,0,0,0,0,0,0,0,0
2014-05-15,0,0,0,0,0,0,0,0,0,0,0,-0.00163373815686196,0,-0.00585762681138902,-0.003058139266508,0,0,0,0,0,0,0,0
2014-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00234773887673201,-0.00272025373600804,0,0,0,0,0,0,0,0
2014-05-19,0,-0.003152753582917,0,0,0,0,0,0,0,0,0,0,0,0.000308437478580004,0.000986605381060102,0,0,0,0,0,0,0,0
2014-05-20,0,-0.00927375259986696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-21,0,0.000865716542759909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-22,0,-0.00283276930229504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-23,0,0.000130113741100057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-26,0,0,0,0,0,0,0.000245851259990104,0,0,0,0,0,0,0,0,0,-0.000167652088385983,0,0,0,0,0,0
2014-05-27,0,0,0,0,0,0,0.00162221949121011,0,0,0,0,0,0,0,0,0,0.00206805580397007,0,0,0,0,0,0
2014-05-28,0,0,0,0,0,0,-0.00136601964777905,0,0,0,0,0,0,0,0,0,0.00175143070692996,0,0,0,0,0,0
2014-05-29,0,0,0,0,0,0,0.000212964631489898,0,0,0,0,0,0,0,0,0,-0.000311810953472991,0,0,0,0,0,0
